Time Stamp,User,Compound,Positive,Neutral,Negative,Tweet,Tweet_Ago
12/12/2013,@Boeing,0.3818,0.224,0.776,0,"#Boeing realigns research &amp; technology unit for growth, productivity http://t.co/VuLqjGr4H8",1605
12/12/2013,@Boeing,0.4767,0.193,0.807,0,RT @BoeingDefense: Military communication improved as 6th #Boeing-built wideband #satellite enters service: http://t.co/VLiuH01XbC @USAirFo…,1606
12/12/2013,@Boeing,0.69,0.251,0.749,0,RT @AMC_CC: Visiting the @BoeingDefense KC-46A tanker assembly line today. Excited to meet the skilled &amp; dedicated employees!  #Tanker,1607
12/11/2013,@Boeing,0.68,0.227,0.773,0,RT @BoeingAirplanes: Thanks to @AirCanada for selecting the 737 MAX. We’re excited to be part of your fleet plan! Details: http://t.co/wFya…,1608
12/11/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: Photos: The 787-9 moves into a new phase of flight test. http://t.co/Q1zsTF4bXH #Boeing,1609
12/11/2013,@Boeing,-0.5574,0,0.769,0.231,RT @BoeingDefense: #Boeing truck-mounted #laser destroys aerial targets in @USArmy tests: http://t.co/5flOq1eYaZ @ArmySMDC,1610
12/10/2013,@Boeing,0,0,1,0,"#Boeing forecasts realignment, balance for 2014 airplane financing http://t.co/xL2nPMjZnT http://t.co/ePhHlgXQPj",1611
12/10/2013,@Boeing,0.9246,0.456,0.544,0,RT @ADSgroupUK: Michael Fallon welcomes @gknaerospace and Boeing to @bisgovuk  today after contract win last wk. Great AGP progress http://…,1612
12/10/2013,@Boeing,0.5106,0.231,0.769,0,MT @NAVAIRNews #Navy honors F/A-18 for 35 years of distinction: http://t.co/oVqmwIvDsu #Boeing,1613
12/10/2013,@Boeing,0.4588,0.273,0.727,0,"#Boeing awards $250,000 to #Chicago nonprofits http://t.co/PqmKRuUvzl #community #innovation",1614
12/9/2013,@Boeing,0,0,1,0,MT @NASAKennedy TDRS-L has arrived for processing. Stay tuned for updates on work to be completed before launch. http://t.co/Kh51z6mFBc,1615
12/9/2013,@Boeing,0.4939,0.286,0.714,0,#Boeing commends government officials for new trade agreement http://t.co/mrA0VOqPor,1616
12/9/2013,@Boeing,0.5719,0.222,0.778,0,RT @BoeingDefense: #Boeing &amp; @USNavy today celebrate 35 years of F/A-18 partnership &amp; evolution,1617
12/9/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: 777X wind tunnel testing gets underway. Photo: http://t.co/As8N4UwX6F  #Boeing #777X,1618
12/9/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing-built @Inmarsat_plc #GlobalXpress #satellite sends on-orbit signals: http://t.co/5WrPFMexaf http://t.co/p95oaAfQ…,1619
12/9/2013,@Boeing,0.7777,0.298,0.702,0,RT @BritishMilitary: A big thanks to all those who were involved in #BMT2013. Another fantastic show! @Soldierscharity @RAFBF @RNRMC,1620
12/9/2013,@Boeing,0.7783,0.343,0.657,0,"RT @Row2Recovery: Great support at the @BritishMilitary from Prince William, The Duke of Cambridge. http://t.co/sIUrEaHJPG",1621
12/8/2013,@Boeing,0.8748,0.409,0.511,0.08,"@Officialenam congratulations, you've won our contest. Stop by the #Boeing stand at #BMT2013 to claim your prize! #BoeingLegends",1622
12/8/2013,@Boeing,0.5719,0.222,0.778,0,#Boeing celebrates 75 years of partnership with the UK http://t.co/9A0K8XpfEi at #BMT2013 #BoeingLegends @BritishMilitary,1623
12/8/2013,@Boeing,0.8748,0.409,0.511,0.08,"@GingerOllie15 congratulations, you've won our contest. Stop by the #Boeing stand at #BMT2013 to claim your prize! #BoeingLegends",1624
12/8/2013,@Boeing,0.7269,0.276,0.724,0,RT @BritishMilitary: David Beckham joined us at #BMT2013 last night supporting Armed Forces’ Charities @RAFBF @RNRMC @SoldiersCharity http:…,1625
12/8/2013,@Boeing,0.7269,0.289,0.711,0,"We’re back at #BMT2013 on day 2, supporting the UK’s Armed Forces’ Charities @RAFBF @RNRMC @SoldiersCharity #BoeingLegends",1626
12/7/2013,@Boeing,0.8748,0.409,0.511,0.08,"@JamesV_1992 congratulations, you've won our contest. Stop by the #Boeing stand at #BMT2013 to claim your prize! #BoeingLegends",1627
12/7/2013,@Boeing,0.8748,0.409,0.511,0.08,"@babeof68 congratulations, you've won our contest. Stop by the #Boeing stand at #BMT2013 to claim your prize! #BoeingLegends",1628
12/7/2013,@Boeing,0,0,1,0,Visit the #Boeing team this weekend at #BMT2013 to meet pilots and Chinook crew #BoeingLegends @BritishMilitary,1629
12/7/2013,@Boeing,0.1695,0.106,0.894,0,RT @BritishMilitary: Don't forget to visit the @Boeing stand to learn more about #BoeingLegends #BMT2013,1630
12/6/2013,@Boeing,0.6249,0.227,0.773,0,MT @BoeingAirplanes: Great conversation. Check out what's next: The #777X Gallery Experience. http://t.co/SMrLnRWmZd #TravelSkills #Boeing,1631
12/6/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing-built Inmarsat-5 F1 #GlobalXpress #satellite launches Sunday! @ILSLaunch @Inmarsat_plc http://t.co/3HQ4js488L,1632
12/6/2013,@Boeing,0.5719,0.222,0.778,0,MT @BoeingAirplanes: Why the #787 is perfect for long haul flights: http://t.co/Vn5kVUSgQz #TravelSkills #Boeing,1633
12/6/2013,@Boeing,0.8555,0.402,0.598,0,RT @BoeingAirplanes: Great to see the 777 is a fan favorite. Learn more about it here: http://t.co/9JKcp3ksQT #TravelSkills,1634
12/6/2013,@Boeing,0.6696,0.243,0.757,0,"RT @BoeingAirplanes: We love the 747 too! For you 747-8 fans, click here: http://t.co/b0ojsB6vvV #TravelSkills",1635
12/6/2013,@Boeing,0,0,1,0,MT @BoeingDefense: PHOTOS: #Boeing visits @USNavy carrier #ussgeohwbush; feature story coming soon! http://t.co/KJS9mlvtZZ @flynavy,1636
12/6/2013,@Boeing,0.34,0.156,0.844,0,RT @BoeingAirplanes: Excited to be part of #TravelSkills. We look forward to the conversation.,1637
12/6/2013,@Boeing,0,0,1,0,RT @BritishMilitary: The @Boeing stand is taking shape!  We’re looking forward to the start of #BMT2013 tomorrow. http://t.co/SD1ZvV2qgL,1638
12/6/2013,@Boeing,0,0,1,0,"MT @BoeingDefense: PHOTO: #Boeing @Saab team to provide new, purpose-built T-X aircraft for offer to @usairforce http://t.co/jOoYqbJfAk",1639
12/6/2013,@Boeing,0.4939,0.176,0.824,0,MT @BoeingDefense: #Boeing @Saab sign joint dev agreement on T-X Family of Systems training competition http://t.co/tzz8SgIivb,1640
12/6/2013,@Boeing,0.7096,0.282,0.718,0,This year at #BMT2013 we’re celebrating #BoeingLegends – RT &amp; share which is your favourite #Boeing aircraft @BritishMilitary,1641
12/5/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: We’ve delivered 580 airplanes through the end of November. http://t.co/ccBi9WhGrY #Boeing,1642
12/5/2013,@Boeing,0,0,1,0,"RT @BoeingAirplanes: With 17 new orders over the past week, our year to date net total jumps to 1,054. http://t.co/9RlQsJyYU8 #Boeing",1643
12/5/2013,@Boeing,0.3595,0.128,0.872,0,MT @BoeingAirplanes: Join us! We're sponsoring #TravelSkills chat FRIDAY 12 noon ET 9am PT w/ @cjmcginnis @JohnnyJet http://t.co/9D65fQhIkX,1644
12/5/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing delivers 13th P-8A Poseidon to @USNavy: http://t.co/13piOI4e7K http://t.co/vrQRDlJRFY #Jacksonville,1645
12/4/2013,@Boeing,0.5267,0.185,0.815,0,RT @BoeingAirplanes: Congrats to @jetairfly for taking delivery of their first 787. Photo: http://t.co/wBXk2nRjli #Boeing #Dreamliner,1646
12/3/2013,@Boeing,0.5423,0.333,0.667,0,Discover how fighter pilots are getting even better simulation training http://t.co/1orgrMCWnT,1647
12/3/2013,@Boeing,0.4019,0.197,0.803,0,RT @BoeingDefense: VIDEO: #Boeing &amp; @NMSI give education a boost:  http://t.co/8IwoZKwk3h #STEM @FairbornSkyhawk,1648
12/2/2013,@Boeing,0,0,1,0,"RT @BoeingDefense: #Boeing P-8A aircraft program achieves initial operational capability http://t.co/Xkxz2jEz7o, via @USNavy",1649
11/27/2013,@Boeing,0.4404,0.153,0.847,0,RT @BritishMilitary: The @Boeing engineers have been supporting the UK’s Armed Forces for 75 years #BMT2013 http://t.co/HPQHvCCwam,1650
11/26/2013,@Boeing,0.3182,0.091,0.909,0,RT @BoeingAirplanes: Cool fact: all three 787-9s were in the air at the same time today. Here they are earlier at Boeing Field. http://t.co…,1651
11/26/2013,@Boeing,0,0,1,0,RT @BoeingDefense: PHOTO: #Boeing delivers Indian Air Force's 5th C-17 airlifter http://t.co/NZIwu6baMs #India #LongBeach,1652
11/25/2013,@Boeing,0,0,1,0,RT@BoeingDefense #Boeing delivers C-17 Cargo Compartment Trainer to Royal Australian Air Force http://t.co/PVVmIUBpWg @AirForceHQ #Australia,1653
11/25/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing #SanAntonio site marks 15 years of aircraft maintenance &amp; modernization: http://t.co/T6dDDtkwUq #avgeek,1654
11/25/2013,@Boeing,0.3612,0.161,0.839,0,RT @BoeingDefense: #Boeing tests validate performance of FAB-T satellite communications program: http://t.co/0RsFNL0wKV #satcom @AFGlobalSt…,1655
11/22/2013,@Boeing,0.3034,0.169,0.831,0,RT @AirlineReporter: EXCLUSIVE: @BoeingAirplanes Goes Burgundy on the 777X – Why? http://t.co/hbes82VmEd #AvGeek,1656
11/22/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing delivers 3rd P-8I to #India: http://t.co/rqT0DNb5n5 http://t.co/oWFrXEBroN http://t.co/3kB3AWqd1s,1657
11/21/2013,@Boeing,0.6476,0.209,0.791,0,"RT @BoeingAirplanes: Net orders for the year jump to 1,037 as 777X agreements start rolling to our order book. Thanks customers! http://t.c…",1658
11/21/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing statement on President's National #Space Transportation Policy: http://t.co/G1LQM7XtUK @NASA @NASA_SLS @Commerci…,1659
11/21/2013,@Boeing,0.8271,0.401,0.599,0,75 years strong &amp; still growing: #Boeing &amp; #UK celebrate our partnership http://t.co/CsOdJOxfoL http://t.co/AvIrLTbGOB #avgeek #aviation,1660
11/20/2013,@Boeing,0.3818,0.167,0.833,0,@BoeingDefense CEO Dennis Muilenburg to speak at Credit Suisse Global Industrials Conference: http://t.co/xNnNWKCjL2 #Boeing,1661
11/20/2013,@Boeing,0.6114,0.307,0.693,0,"RT @BoeingDefense: VIDEO: Happy anniversary, #ISS! http://t.co/VABqKWVMsQ #Boeing @NASA #ISS15",1662
11/20/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing statement on 15 years of International #Space Station achievements: http://t.co/wcfcWtNM01 #ISS15 @NASA @ISS_Res…,1663
11/20/2013,@Boeing,0.4588,0.214,0.786,0,"#Boeing launches 777X w/ record-breaking orders, strengthens partnerships in #MiddleEast @DubaiAirshow http://t.co/bGDJKkZSRg",1664
11/20/2013,@Boeing,0.6124,0.182,0.818,0,RT @BoeingAirplanes: All decked out in white. Gorgeous air to air photo of 3rd 787-9’s inaugural flight: http://t.co/irQaCNo1Wg #Boeing,1665
11/19/2013,@Boeing,0.296,0.115,0.885,0,MT @BoeingDefense: PHOTO 1st #Boeing KC-46 #tanker test a/c in position for final body join http://t.co/SapX3Vwq3c @usairforce #DXB13,1666
11/19/2013,@Boeing,0.0516,0.08,0.849,0.071,"RT @BoeingAirplanes: With growing airplane demand in Middle East comes big need for pilots - 40,000 over next 20 years. http://t.co/Vgxd0Pq…",1667
11/19/2013,@Boeing,0.4404,0.153,0.847,0,"MT @BoeingAirplanes: Thanks to @tui_travel for ordering 2 more #787 Dreamliners, for a total of 15 purchased http://t.co/mlXLY5dfi3 #Boeing",1668
11/19/2013,@Boeing,0,0,1,0,MT@BoeingAirplanes Watch highlights of the #777X's record-breaking launch at the @DubaiAirshow http://t.co/Xsdd0BgRE9 #Boeing #DXB13 #avgeek,1669
11/18/2013,@Boeing,0,0,1,0,"MT @BoeingDefense: #Boeing, Tawazun Precision Industries to establish new #aerospace capability in #MiddleEast http://t.co/id1Sih8qaU #DXB13",1670
11/18/2013,@Boeing,0,0,1,0,"RT @BoeingDefense: #Boeing #HuntingtonBeach marks 50th anniversary, looks to future: http://t.co/FDLoeUcc3x #California #innovation",1671
11/18/2013,@Boeing,0,0,1,0,MT @BoeingDefense: More on #Boeing's selection of @Bombardier business jet for Maritime Surveillance Aircraft http://t.co/hRTbDfS5ux #DXB13,1672
11/18/2013,@Boeing,0.3612,0.152,0.848,0,MT @BoeingDefense: #Boeing subsidiary Spectrolab sets new solar cell efficiency world record: http://t.co/YqjtdoBIXW @NREL #solarpower,1673
11/18/2013,@Boeing,0.4926,0.175,0.825,0,MT @BoeingAirplanes: Ray Conner thanks Royal Brunei Airlines for bringing @tweeting787 to @DubaiAirshow! Pic: http://t.co/8eMC1o7iPT #DXB13,1674
11/18/2013,@Boeing,0.6705,0.297,0.703,0,"RT @BoeingAirplanes: Agreement signed with @Mubadala to expand partnership, aerospace manufacturing in UAE. http://t.co/uqDTvcNtWA #DXB13",1675
11/18/2013,@Boeing,0.4588,0.136,0.864,0,"RT @BoeingAirplanes: 777 is already a passenger favorite. New 777X will have larger windows, wider cabin, new lighting and enhanced archite…",1676
11/18/2013,@Boeing,-0.128,0.119,0.7,0.181,"RT @BoeingAirplanes: Thanks to all-new composite wing + @GEAviation engines, #777X has 12% lower fuel consumption, 10% lower op costs than …",1677
11/18/2013,@Boeing,0.6369,0.231,0.769,0,"MT @BoeingAirplanes: Lufthansa fleet chief Nico Buchholz: #777X perfectly matches requirements, complements 747-8 Intercontinental #DXB13",1678
11/18/2013,@Boeing,0,0,1,0,MT @BoeingDefense: #Boeing P-8 flies its 1st int'l airshow http://t.co/cfdfG47zKI http://t.co/zqh8daLzcl #DXB13 @DubaiAirshow @USNavy #India,1679
11/18/2013,@Boeing,0,0,1,0,MT @BoeingDefense: #Boeing selects @Bombardier business jet for Maritime Surveillance Aircraft http://t.co/Mfr0oSmici http://t.co/7KjzzjM1Z8,1680
11/18/2013,@Boeing,-0.4767,0,0.853,0.147,RT @BoeingAirplanes: Our condolences to families of those who perished in Tatarstan accident. Boeing will assist in investigation. http://t…,1681
11/17/2013,@Boeing,-0.2263,0.143,0.717,0.139,RT @BoeingAirplanes: Boeing is prepared to provide technical assistance to the investigating authority as it investigates the accident. htt…,1682
11/17/2013,@Boeing,-0.5106,0,0.777,0.223,RT @BoeingAirplanes: Boeing’s thoughts are with those affected by the crash of the Tartarstan aircompany flight. http://t.co/hVxgAPkXHk,1683
11/17/2013,@Boeing,-0.4767,0,0.838,0.162,"RT @BoeingAirplanes: We are aware of reports of an accident in Russia, and are gathering more information.",1684
11/17/2013,@Boeing,0.7003,0.266,0.734,0,RT @BoeingAirplanes: Historic day @DubaiAirshow: orders/commitments for 342 airplanes valued at $100 billion from 4 valued Middle East cust…,1685
11/17/2013,@Boeing,0,0,1,0,"MT @BoeingAirplanes: Visit http://t.co/iLOhMhUhgp for #777X images, customer features &amp; a must-see online gallery experience! #DXB13 #Boeing",1686
11/17/2013,@Boeing,0.128,0.081,0.919,0,"MT @BoeingDefense: #Boeing showcases range of defense capabilities at #DXB13, including first time for P-8 at a global airshow",1687
11/17/2013,@Boeing,0.6239,0.239,0.761,0,MT @BoeingAirplanes: What a beauty! Check out images and video of #777X: http://t.co/M7UP4wKrO5 #DXB13 #Boeing,1688
11/17/2013,@Boeing,0.4404,0.182,0.818,0,"MT @BoeingAirplanes: Valued customers @Emirates, @EtihadAirways, @Lufthansa, @QatarAirways launch #777X w/record 259 orders #DXB13",1689
11/17/2013,@Boeing,0.5255,0.145,0.855,0,"RT @BoeingAirplanes: We are proud to officially launch the #Boeing 777X, the largest, most-efficient twin-engine jet in the world! #777X #D…",1690
11/17/2013,@Boeing,0.8516,0.399,0.601,0,RT @BoeingAirplanes: Congratulations to @QatarAirways and thank you for commitment @DubaiAirshow for 50 #Boeing 777X! #777X #DXB13,1691
11/17/2013,@Boeing,0.4389,0.126,0.874,0,"RT @BoeingAirplanes: All #Boeing 737 customer @flydubai announces commitment for up to 100 777 MAX 8s, 11 737-800s @DubaiAirshow! #737MAX #…",1692
11/17/2013,@Boeing,0.3818,0.133,0.867,0,"RT @BoeingAirplanes: Record day continues @DubaiAirshow with @Emirates commitment for 150 #Boeing 777X, largest $ purchase in aviation hist…",1693
11/17/2013,@Boeing,0.4404,0.132,0.868,0,"RT @BoeingAirplanes: Thanks to all of our 787 customers who put us over 1,000 orders. Full details: http://t.co/TfoLiXW5Fv  #DXB13 #Boeing",1694
11/17/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: Full details/image on @EtihadAirways order to kick off @DubairAirshow: http://t.co/07Vo5cH3EH #777X #DXB13 #Boeing,1695
11/17/2013,@Boeing,0.4767,0.177,0.823,0,"RT @BoeingAirplanes: 787 Dreamliner reaches more than 1,000 orders to date from 60 customers around the world, thanks to @EtihadAirways ord…",1696
11/17/2013,@Boeing,0.4926,0.144,0.856,0,"RT @BoeingAirplanes: Pleased to kick off @DubairAirshow with @EtihadAirways order for #Boeing 25 777X, 30 787-9 and 1 777 Freighter! #777X …",1697
11/17/2013,@Boeing,0.4003,0.144,0.856,0,We're excited to be at the Dubai Air Show! Follow #Boeing during the show at http://t.co/p4pOR56E8U #DBX13,1698
11/16/2013,@Boeing,0.4199,0.166,0.834,0,RT @BoeingAirplanes: What’s the buzz on eve of @DubaiAirshow? We’re ready to go! http://t.co/21RBggkDOX  #DXB13,1699
11/16/2013,@Boeing,0,0,1,0,"Boeing plans for Dubai include 787s, Apache http://t.co/p4pOR56E8U #DBX13",1700
11/16/2013,@Boeing,0.6597,0.375,0.625,0,#Boeing sees continued growth opportunity in the Middle East http://t.co/qE7fhH3f7U #DBX13,1701
11/14/2013,@Boeing,0.2263,0.091,0.909,0,"RT @BoeingAirplanes: #Boeing forecasts Middle East will require 2,610 new airplanes over the next 20 years worth $550 billion. http://t.co/…",1702
11/14/2013,@Boeing,0,0,1,0,"RT @BoeingDefense: Via @EverettHerald, 1st #RAAF pilot arrives at NAS Whidbey to train on #Boeing EA-18G Growler: http://t.co/Hpf9g6sVWh @A…",1703
11/14/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: Boeing statement on results of IAM contract extension vote: http://t.co/LfSWouldoH,1704
11/11/2013,@Boeing,0.4019,0.153,0.847,0,RT @BoeingDefense: #Boeing &amp; RER Hydro to provide #Quebec w/ clean hydrokinetic power: http://t.co/OdKBI4Alzm http://t.co/IIShsQAhVX #Canad…,1705
11/11/2013,@Boeing,0,0,1,0,"RT @BoeingDefense: VIDEO: On #VeteransDay, a soldier's story. http://t.co/ZyQcs9JtXR #ThankAVet #Boeing @NatlArmyMuseum",1706
11/11/2013,@Boeing,-0.2755,0,0.877,0.123,"For all who served and all who serve, we can never thank you enough http://t.co/3NaQkAKuYB #ThankYouVeterans",1707
11/8/2013,@Boeing,0.5859,0.231,0.769,0,"MT @BritishMilitary: Our main supporter @BoeingDefense will display their ongoing support of @Soldierscharity, @RAFBF and @RNRMC at #BMT2013",1708
11/8/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing partners w/ @usairforce to reduce supply chain costs: http://t.co/pMWuQao6DB #logistics,1709
11/7/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: Total net orders for the year now at 957. http://t.co/pidoe4mxSD #Boeing,1710
11/7/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: We’ve delivered 530 airplanes through the end of October. http://t.co/8914mCP6HU #Boeing,1711
11/7/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing &amp; @NatlArmyMuseum launch online Soldiers' Stories video gallery: http://t.co/KkqeZ7x8sW #VeteransDay @JoeMantegna,1712
11/7/2013,@Boeing,0,0,1,0,#Boeing names Ted Colbert Chief Information Officer http://t.co/WAfZ1VPEkl,1713
11/7/2013,@Boeing,0.8122,0.291,0.709,0,RT @NatlArmyMuseum: Our series with @Boeing &amp; @JoeMantegna preserve the legacy of brave Soldiers. RT to celebrate #VeteransDay weekend! htt…,1714
11/6/2013,@Boeing,0,0.107,0.786,0.107,"RT @BoeingDefense: #Boeing, Kongsberg Defense complete #SuperHornet Joint Strike Missile check  http://t.co/c3MdGaFBp1 http://t.co/VCRjpXuR…",1715
11/6/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: Boeing statement on IAM long-term contract extension: http://t.co/oYjM584Yu9,1716
11/5/2013,@Boeing,0,0,1,0,"MT @BoeingAirplanes: Spanish carrier @AirEuropa takes delivery of 25th direct-buy #Boeing 737NG, nine more on order. http://t.co/ZG8NzZlMK0",1717
11/4/2013,@Boeing,0.4019,0.162,0.838,0,RT @BoeingAirplanes: Here’s the 100th 737NG for @LionAirID—a 737-900ER with a special livery. Photo: http://t.co/Gx1syLDFZs  #Boeing,1718
11/4/2013,@Boeing,0,0,1,0,"RT @BoeingDefense: At 2013 #AirliftTanker convention, @USAirForce Deputy PEO for #Tankers Tom Lockhart said #Boeing KC-46A dev remains on t…",1719
11/4/2013,@Boeing,0.4404,0.225,0.775,0,#Boeing supporting #SouthAfrica-to-#UK flight in vintage biplane: http://t.co/dXVKeGDRTp http://t.co/CCm6G1o8Gq #CTtoGW @ctgoodwood,1720
10/31/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: 747-8 chief pilot shows off the new Queen of the Skies. Starting on pg. 20 of InterPilot Magazine: http://t.co/ldNXdcS…,1721
10/31/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: Ramping up in Renton! We’re increasing 737 production rate to 47 airplanes per month in 2017. http://t.co/1QQzwpafQJ  …,1722
10/30/2013,@Boeing,0.2732,0.162,0.838,0,"RT @BoeingDefense: New on @RollCall Topic A: Defense blog, the “evolutionary strength” of #Boeing fighter jets http://t.co/1MqoHcrTOq #Supe…",1723
10/30/2013,@Boeing,0.5423,0.212,0.788,0,RT @BoeingDefense: #Boeing VP Jean Chamberlin receives Lifetime Achievement Award from @WomeninAero: http://t.co/gudC2uIq4o http://t.co/fqK…,1724
10/29/2013,@Boeing,0,0,1,0,"MT @BoeingAirplanes: Video: Changing aviation #history. 70 years ago, #Boeing built its own wind tunnel: http://t.co/Xy2ReilJh0 #avgeek",1725
10/29/2013,@Boeing,0.0772,0.071,0.929,0,RT @BoeingAirplanes: Even celebrities want to check out the #Boeing Business Jet. Come inside for a rare tour: http://t.co/OI6XpkGezx,1726
10/29/2013,@Boeing,0,0,1,0,"#UK army veteran soaring to new heights with @Boeing, @Aerobility and @TheAirLeague http://t.co/ZQRCRzx8Ia http://t.co/7AbP4ImgQw",1727
10/28/2013,@Boeing,0,0,1,0,#Boeing is on track to complete 4 test KC-46A #Tanker aircraft by 3Q 2014. Learn more about the KC-46A: //bit.ly/1hmXa0K @usairforce,1728
10/28/2013,@Boeing,0.4019,0.351,0.649,0,#Boeing board approves quarterly dividend http://t.co/XWiaA2deN7,1729
10/25/2013,@Boeing,0,0,1,0,RT @BoeingDefense: PHOTO: #Boeing delivers Indian Air Force's 4th #C17 #Globemaster III http://t.co/ERGH6j66VR http://t.co/juvYO9maJ4 #India,1730
10/25/2013,@Boeing,0,0,1,0,"RT @BoeingDefense: #Boeing, Lockheed Martin team for @usairforce #bomber program
http://t.co/ofkQz1zGk4 @LockheedMartin",1731
10/24/2013,@Boeing,0.4215,0.203,0.797,0,RT @BoeingDefense: #Boeing is inspiring tomorrow’s #cybersecurity specialists: http://t.co/xaG8m1nJe0 #NCSAM #jobs #innovation,1732
10/24/2013,@Boeing,-0.3182,0.155,0.57,0.275,Learn how Boeing's Cyber Engagement Center is fighting current and evolving cyber threats. http://t.co/mjQmYd4TMP,1733
10/24/2013,@Boeing,0,0,1,0,RT @BoeingDefense: PHOTO #Boeing #CST100 @AerojetRdyne engine burns hot in test that produces 40K lbs of thrust http://t.co/JKwvc6SsQV @Com…,1734
10/24/2013,@Boeing,0.4404,0.153,0.847,0,"RT @BoeingAirplanes: Thanks to @KoreanAir_KE for finalizing a big order for 747-8s, 777s &amp; another 787. http://t.co/tyT6UoaKkT #Boeing",1735
10/24/2013,@Boeing,0.4404,0.162,0.838,0,MT @BoeingAirplanes: Thanks @EL_AL_AIRLINES for ordering 2 737-900ERs. A total of 8 coming to your all #Boeing fleet. http://t.co/Bu9b4D7Zwn,1736
10/23/2013,@Boeing,0,0,1,0,MT @BoeingCareers: Visit #Boeing at the UW Sustainability Summit today in #WA! http://t.co/w3RSIlhO9x @uwcsf @sustainableUW #sustainableUW,1737
10/23/2013,@Boeing,0,0,1,0,"McNerney: After finalizing design w/ Air Force in Sept, the first 3 KC-46 tankers are in production at our Everett factory #Boeing",1738
10/23/2013,@Boeing,0.3818,0.133,0.867,0,"McNerney: 787 production operating as planned at 7/month, with increasing efficiencies as we approach 10/month by year-end #Boeing",1739
10/23/2013,@Boeing,0.4588,0.15,0.85,0,"McNerney: @BoeingDefense is optimized for current environment, delivering reliable, proven, affordable systems &amp; services on budget, on time",1740
10/23/2013,@Boeing,0.4588,0.2,0.8,0,"McNerney: @BoeingAirplanes booked 200 net new orders that increased backlog to nearly 4,800 airplanes worth a record $345B #Boeing",1741
10/23/2013,@Boeing,0.8481,0.397,0.603,0,"McNerney: Strong year-to-date performance, positive outlook allows #Boeing to increase 2013 guidance for earnings, operating cash flow",1742
10/23/2013,@Boeing,0.1531,0.127,0.873,0,"McNerney: @BoeingDefense maintained solid performance, captured $7 billion in new orders #Boeing",1743
10/23/2013,@Boeing,0,0,1,0,"#Boeing CEO McNerney: @BoeingAirplanes completed 1st flight of 787-9, delivered 170 airplanes",1744
10/23/2013,@Boeing,0.5574,0.213,0.787,0,"#Boeing intends to increase 787 rate to 12/month in 2016, plans to increase to 14/month before end of decade",1745
10/23/2013,@Boeing,0.5106,0.248,0.752,0,"#Boeing reports strong 3rd quarter results, raises 2013 EPS guidance http://t.co/IudiNhSozi",1746
10/21/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing engineers evaluate flight displays for @Commercial_Crew in the Boeing Engineer #Simulator in #Houston http://t.c…,1747
10/21/2013,@Boeing,0.3612,0.152,0.848,0,RT @BoeingDefense: #Boeing supports Homeboy Industries in Southern #California with #solar panel installation training http://t.co/DIocHvmJ…,1748
10/21/2013,@Boeing,0.886,0.426,0.574,0,MT @AeroSociety: Great recognition for RAeS and @Boeing Schools Build-a-Plane project nominated for UK Charity Award http://t.co/DQdDz8BkCd,1749
10/21/2013,@Boeing,-0.2263,0,0.899,0.101,RT @BoeingDefense: #Sikorsky #Boeing team unveils SB&gt;1 Defiant name of Joint Multi-Role Technology Demonstrator for US Army http://t.co/I4g…,1750
10/18/2013,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing marks 30 years of #aerospace #electronics fabrication in #ElPaso: http://t.co/r58tT2nZhR #Texas,1751
10/18/2013,@Boeing,0,0,1,0,RT @BoeingAirplanes: We’re adjusting the 747-8 production rate to 1.5 airplanes per month through 2015. http://t.co/yhXXwCBJv0 #Boeing,1752
10/16/2013,@Boeing,0.4767,0.272,0.728,0,RT @BoeingDefense: #Boeing delivers Watchstander Integrated Security Solutions to #Delaware refinery:  http://t.co/Ru2muiYY4c #C4ISR,1753
10/14/2013,@Boeing,0.4767,0.205,0.795,0,RT @BoeingAirplanes: We’re proud to partner with @OracleTeamUSA to recycle composites.  http://t.co/KAazkBJS3p #Boeing,1754
10/14/2013,@Boeing,0.6124,0.211,0.789,0,RT @BoeingAirplanes: Photos: A gorgeous new 777-300ER for @KenyaAirways as they start a major fleet buildup. http://t.co/4pBCOJaL5X #Boeing,1755
