Time Stamp,User,Compound,Positive,Neutral,Negative,Tweet,Tweet_Ago
3/1/2018,@Boeing,0,0,1,0,.@BoeingAirplanes Kevin McAllister is at the @USChamber #Aviation18 summit today discussing the future aviation inn… https://t.co/rbYNwnmIL1,345
3/1/2018,@Boeing,-0.34,0,0.897,0.103,RT @juliejohnsson: Why Boeing's CEO is worrying about the rules of the road for 3-D highways. My latest. #avgeek #travel #futureisnow https…,346
2/28/2018,@Boeing,0.4754,0.134,0.866,0,The most powerful rocket ever made could put the first humans on Mars. That's why we're building it. #NASA #Space… https://t.co/Kt5SQ49X0v,347
2/27/2018,@Boeing,0.4767,0.14,0.86,0,"Boeing is proud to build the next generation of Air Force One, providing American Presidents with a flying White Ho… https://t.co/OPPaXhzgCJ",348
2/27/2018,@Boeing,0.6573,0.212,0.788,0,A shorter engine inlet has gained big fans- and may be the answer to more fuel efficiency for future engines. We re… https://t.co/f4smjClHDB,349
2/26/2018,@Boeing,0.7959,0.336,0.664,0,Inspiring the dreamers and doers of tomorrow! We’re investing $1.5 million in @FIRSTweets to help increase #STEM di… https://t.co/pBcN15YulW,350
2/22/2018,@Boeing,0.3164,0.103,0.897,0,"RT @BoeingDefense: #NewBoeingTX is the future of flight! 
Boeing T-X is the only advanced pilot training system designed specifically for t…",351
2/21/2018,@Boeing,0.3612,0.152,0.848,0,"Thank you, @VP Pence, members of the #NationalSpaceCouncil and @Commercial_Crew teammates for visiting our… https://t.co/kYyLDHR0ky",352
2/21/2018,@Boeing,0,0,1,0,"RT @BoeingDefense: .@VP Pence checks out #Starliner production @NASAKennedy during the #NationalSpaceCouncil tour. 
Learn how this new vehi…",353
2/20/2018,@Boeing,0.4003,0.109,0.891,0,"RT @BoeingDefense: Fill ‘er up? Contact!
Check out the mission flexibility of this #Boeing-#USAF KC-46. First it refuels an F/A-18 on the c…",354
2/20/2018,@Boeing,0.5719,0.179,0.821,0,What are you doing for #NationalEngineersWeek? You can inspire a future engineer or tomorrow’s innovator with one o… https://t.co/nyrZzipbta,355
2/19/2018,@Boeing,0,0,1,0,RT @GoFlyPrize: Dan Newman is Senior Technical Fellow in #aircraft configuration design and development at @Boeing. Hone your #GoFlyDesign…,356
2/15/2018,@Boeing,0.3818,0.157,0.843,0,RT @CNBC: Boeing CEO: Aerospace now viewed as an industry with 'long-term sustained growth' https://t.co/rff36xB0OS,357
2/15/2018,@Boeing,0,0,1,0,RT @SquawkStreet: @BoeingCEO chatting @Boeing earnings beat this quarter with @jimcramer &amp; @davidfaber Tune in this morning! https://t.co/2…,358
2/14/2018,@Boeing,0.296,0.121,0.879,0,RT @BoeingDefense: Join #Boeing @NASA_SLS engineer Tiera Fletcher on a @GoogleVR's Female Planet 360° https://t.co/LF4zViLRYw for a visit t…,359
2/12/2018,@Boeing,0,0,1,0,"Hats off to our own @BoeingCEO Dennis Muilenburg, @AuroraFlightSci CEO John Langford and @BoeingDefense’s Kevin Wis… https://t.co/fZes1uU5Ao",360
2/11/2018,@Boeing,0.7177,0.28,0.658,0.061,"Thank you, #Singapore 🇸🇬 and @SGAirshow ✈️ for a fantastic ✨2018✨ show! 
Your hospitality, hard work and dedication… https://t.co/0GTcfxS0y1",361
2/10/2018,@Boeing,0,0,1,0,"Check out the @USNavy ✈️ and @Aus_AirForce ✈️ P-8As at #SGAirshow! 
Meet one #USNavy ⚓️ #P8  pilot from the ‘Fighti… https://t.co/Hsgk2jQuLy",362
2/9/2018,@Boeing,0,0,1,0,RT @GoFlyPrize: 10 weeks until submissions close for Phase I of the #GoFlyPrize. To all #avgeeks and #engineers – enter by April 18 to be a…,363
2/9/2018,@Boeing,0.4019,0.119,0.881,0,"ICYMI: Check out the unveiling of the @TheRSAF 50th anniversary 🎉 livery by President Halimah Yacob.
You can still… https://t.co/jQrfF39BmN",364
2/8/2018,@Boeing,0.7906,0.28,0.72,0,Thanks to @TheView for the awesome shout out about Boeing #SLS Engineer Tiera Guinn Fletcher. She is getting ready… https://t.co/NuyS39fl3l,365
2/8/2018,@Boeing,0,0,1,0,RELEASE: @BoeingCEO Muilenburg to speak at Citi Industrials Conference February 21 https://t.co/poV3Dhdl8M,366
2/8/2018,@Boeing,0.4215,0.135,0.865,0,"#Boeing is on the floor in #Singapore sharing the story of our, our subsidiaries and partners #autonomous innovatio… https://t.co/rzdUtTaQ5l",367
2/8/2018,@Boeing,0.5562,0.193,0.807,0,"RT @BoeingDefense: Empowered women, strong leaders! @BoeingDefense CEO Leanne Caret discussed authenticity, diversity and development with…",368
2/8/2018,@Boeing,0.7896,0.259,0.741,0,"Rolling into Day 3 at #SGAirshow!  🇸🇬 Celebrating the #RSAF50! 🎉
Come see how #Boeing is empowering ⚡️ the future o… https://t.co/XlKHlRnzVD",369
2/7/2018,@Boeing,0.5859,0.174,0.826,0,RT @BoeingCEO: Putting Tax Reform to work... we're increasing @Boeing employee gift-matching and amplifying the amazing contributions our p…,370
2/7/2018,@Boeing,0.3802,0.132,0.868,0,"The #USAF-#Boeing C-17 is a huge aircraft with a global mission! 
Meet the #USAF #pilot from @JointBasePHH who flew… https://t.co/qDtWuossZD",371
2/7/2018,@Boeing,0.8689,0.43,0.57,0,"Beautiful, powerful and thrilling display by @TheRSAF with the F-15SG 50th anniversary livery. #RSAF50 #SGAirshow https://t.co/oalmn0pA8c",372
2/7/2018,@Boeing,0,0,1,0,"RT @BoeingDefense: P-8 ✈️ is on the ground at #SGAirshow and over the seas 🌊 around the globe! 🌏🌎🌍
41,000 ft – 200 ft and in between; 2,400…",373
2/7/2018,@Boeing,0.9537,0.556,0.444,0,Congratulations! @TheRSAF celebrates 50th anniversary with a beautiful livery on F-15SG! We love being a part of yo… https://t.co/ZoN8Qkm2e3,374
2/7/2018,@Boeing,0.4003,0.114,0.886,0,Excited for #SGAirshow Day 2! Get your cameras 📸 out for @TheRSAF F-15SG 50th anniversary livery reveal. #Avgeek ou… https://t.co/lKQ0s75w6a,375
2/6/2018,@Boeing,0.5859,0.167,0.833,0,SpaceX’s successful launch today has pushed our industry to go further faster. Boeing will soon launch our own new… https://t.co/tUamgMu1W4,376
2/6/2018,@Boeing,0.8718,0.326,0.627,0.047,"Inspired to innovate by a region we celebrate! 🇸🇬 🌏
Check out the cutting edge tech on the floor of #SGAirshow Day… https://t.co/sgsLiLLAyT",377
2/6/2018,@Boeing,0.7568,0.276,0.724,0,"RT @BoeingAirplanes: Grateful for ~$1 billion in orders for #BoeingGlobalServices at #SGAirshow! 
Big thanks to our customers! Global Servi…",378
2/6/2018,@Boeing,0,0,1,0,RT @BoeingDefense: .@TheRSAF #F15SG comes roaring in to the first day of #SGAirshow with their F-15SG + 2 F-16C display. The Republic of Si…,379
2/6/2018,@Boeing,0.6988,0.193,0.807,0,RT @AmChamSG: Look who we found! @Boeing exhibition booth at the #SGAirshow !Love seeing our member companies participating in Asia’s large…,380
2/6/2018,@Boeing,0.6486,0.209,0.791,0,RT @pmusser: My favorite photo of the day so far at @SGAirshow. Two cool exhibits next to each other. 👍👍💪💪 #boeing#embraer https://t.co/1JT…,381
2/6/2018,@Boeing,0.7783,0.358,0.642,0,"#Singapore and #Boeing have a shared past and a bright, colorful future. 
Thank you for your partnership. Congratul… https://t.co/LDjVeXkaPl",382
2/6/2018,@Boeing,0.4199,0.141,0.859,0,"Let's go! 
@BoeingAirplanes, @BoeingDefense and #BoeingGlobalServices are ready for day 1 in the sun 🌞🌴 at the Sing… https://t.co/sBaq7wPQ06",383
2/5/2018,@Boeing,0.0772,0.075,0.925,0,Hear from a real-life spacesuit designer about the challenges of living + working in space in #WomenOfMarvel podcas… https://t.co/6QTuTbg9Me,384
2/5/2018,@Boeing,0,0,1,0,"Hey #StarLord &amp; @PrattPrattPratt: @Astro_Ferg gets where you’re coming from, but watch out for those nitrogen gas b… https://t.co/2gucEPfbOQ",385
2/5/2018,@Boeing,0,0,1,0,Science fact or science fiction? #BoeingSpace engineers will be the judge! @Marvel @Astro_Ferg #StarLord… https://t.co/zQGw7b5jqO,386
2/5/2018,@Boeing,0.908,0.449,0.551,0,"RT @BoeingDefense: From our Eagles to yours, Philadelphia, congrats on the big Super Bowl win! #FlyEaglesFly https://t.co/ljX9afr3Hw",387
2/4/2018,@Boeing,0,0,1,0,"Hear those engines sing! 
Sneak peek 👀 of the @TheRSAF F-15SG + F-16C display @SGAirshow 2018 during family day!… https://t.co/er2g7uG2bL",388
2/3/2018,@Boeing,0,0,1,0,"RT @Boeing: Pack your bags! 👝👜💼 We’re headed to @SGAirshow 2018! ✈️🚁🚀
See you there or follow us on social and here ➡️ https://t.co/fhnVJKQ…",389
2/2/2018,@Boeing,0.8769,0.452,0.548,0,@aiaa Congratulations to Boeing’s Marty Bradley and Eugene Lavretsky for this great accomplishment!,390
2/2/2018,@Boeing,-0.296,0,0.905,0.095,RT @aiaa: Boeing teased a new hypersonic concept plane last month at #AiaaSciTech 2018. Find out in the February issue of Aerospace America…,391
2/2/2018,@Boeing,0,0,1,0,"Pack your bags! 👝👜💼 We’re headed to @SGAirshow 2018! ✈️🚁🚀
See you there or follow us on social and here ➡️ … https://t.co/oHd07SXAAM",392
2/2/2018,@Boeing,0,0,1,0,#Boeing's latest concept for a hypersonic aircraft brings us closer to the fastest flight ever - more than 5x the s… https://t.co/ADq9VA3KEY,393
1/31/2018,@Boeing,0.8977,0.353,0.647,0,"RT @BoeingCEO: Great discussion on our earnings call! Big thanks to our @Boeing employees for a fantastic year, and to our investors for yo…",394
1/31/2018,@Boeing,0,0,1,0,"ICYMI: @BoeingCEO Dennis Muilenburg: Boeing delivered record cash flow, earnings and commercial aircraft deliveries… https://t.co/W8kEM0qObV",395
1/31/2018,@Boeing,0.8779,0.502,0.498,0,".@BoeingCEO: With growing markets and opportunities ahead, our team is focused on growth, innovation and accelerati… https://t.co/L8MrCq0PK6",396
1/31/2018,@Boeing,0.3818,0.148,0.852,0,Boeing CFO Smith: Tax reform provides a stronger foundation to make additional investments in our business https://t.co/jaBlSjbhnV,397
1/31/2018,@Boeing,0.6705,0.314,0.686,0,".@BoeingCEO: Our Boeing Global Services is thriving, positioned for long-term sustained profitable growth https://t.co/9BF8hwsrzE",398
1/31/2018,@Boeing,0.6705,0.293,0.634,0.073,.@BoeingCEO: Congressional support for key @BoeingDefense programs is strong and international demand for our defen… https://t.co/zWdtWynHjC,399
1/31/2018,@Boeing,0,0,1,0,Boeing earnings call about to begin – listen along to @BoeingCEO Dennis Muilenburg and CFO Greg Smith here:… https://t.co/w8gd5laHar,400
1/31/2018,@Boeing,0.8331,0.281,0.719,0,"RT @BoeingCEO: Big thanks to the BEST TEAM in the industry for record airplane deliveries, and full-year company records for operating earn…",401
1/31/2018,@Boeing,0.6369,0.215,0.785,0,RT @BoeingCEO: Excited to take flight on Twitter. Launching today by sharing @Boeing Q4 2017 financial results and 2018 guidance…stand by.,402
1/29/2018,@Boeing,0,0,1,0,#BoeingHorizonX invests in Cuberg and its next-gen battery technology for future electric air transportation:… https://t.co/nt2BlYT3FH,403
1/26/2018,@Boeing,0.8439,0.503,0.497,0,@JoeHockey @CSIROnews Thanks for helping us celebrate this #BoeingAustralia partnership milestone! 🇦🇺🇺🇸,404
1/26/2018,@Boeing,0.7088,0.257,0.743,0,Seven years and counting! We are honored to be recognized by @clarivate Analytics as a Top Global Innovator. Thanks… https://t.co/MxK4FUXV1y,405
1/23/2018,@Boeing,0.5859,0.304,0.696,0,RELEASE: #Boeing presence at Singapore Airshow underpins growth prospects in Asia-Pacific region:… https://t.co/xPXvbm6BGq,406
1/21/2018,@Boeing,0.7955,0.262,0.738,0,Nice work!! 👍👍 Happy to hear our troops will be able to watch the #NFLPlayoffs 🏈. Something all Americans can agree… https://t.co/IyzOKIGQBZ,407
1/21/2018,@Boeing,0.4019,0.124,0.876,0,.@CBS @FOXTV @NFL @POTUS — #Boeing here to help do whatever needed to show the #NFLPlayoffs on @AFNTelevision to ou… https://t.co/79FJoREI2l,408
1/19/2018,@Boeing,0,0,1,0,"Boeing is testing augmented reality in the factory with 3D hands-free, interactive wiring diagrams. Take a look thr… https://t.co/F9TuGLk9jx",409
1/19/2018,@Boeing,0.8519,0.462,0.538,0,Proud and motivated: we appreciate @FortuneMagazine’s #MostAdmired recognition as #1 in Aerospace and Defense. Kudo… https://t.co/SmDJNV1lh7,410
1/19/2018,@Boeing,0,0,1,0,RT @BoeingDefense: That’s #BoeingAustralia-developed #VR technology @JoeHockey is using to simulate flying #Starliner to @Space_Station. 🌏…,411
1/19/2018,@Boeing,0.765,0.32,0.68,0,Honored to have Australian Ambassador @JoeHockey see progress toward launch of #Starliner to @Space_Station. Excite… https://t.co/J037FJBrfz,412
1/19/2018,@Boeing,-0.3382,0.107,0.727,0.166,"@JoeHockey @AsiaSociety @NASA @Platypusbrewing We've got the Starliner simulator fired up and ready to go for your spaceflight, @JoeHockey!",413
1/18/2018,@Boeing,0.8625,0.371,0.629,0,In the last 100+ years we’ve created new and innovative ways to keep our team protected. Check out our safety journ… https://t.co/4nl6QnhTFg,414
1/17/2018,@Boeing,0,0,1,0,"RT @BoeingDefense: #Starliner will launch on @ULALaunch #AtlasV, the world’s most reliable rocket. 
74 missions flown, 100% mission success…",415
1/17/2018,@Boeing,0,0,1,0,RELEASE: #Boeing CFO Smith to speak at Cowen Aerospace/Defense &amp; Industrials Conference Feb. 7: https://t.co/YunE84fHYh,416
1/12/2018,@Boeing,0.6093,0.199,0.801,0,"RT @BoeingDefense: Right side up! Upside down!?! #VR and #AR make sure astros come out on top. 
VR/AR training readies @Commercial_Crew ast…",417
1/12/2018,@Boeing,0,0,1,0,Boeing and the @Cubs step up to the plate for our Vets. #BoeingInspires Read more here: https://t.co/IeBT7UyQJx https://t.co/bVJqflsOkJ,418
1/11/2018,@Boeing,0.5562,0.166,0.834,0,"We’re joining @AIAA in honoring our own Bob Liebeck, father of the #BlendedWingBody, at #SciTech2018! Bob’s 55 year… https://t.co/QJh3whRLLK",419
1/10/2018,@Boeing,0,0,1,0,"Where we are going, you don’t need roads…
Boeing’s new cargo air vehicle prototype will test our autonomous technol… https://t.co/6xQdhGM8Vj",420
1/9/2018,@Boeing,0,0,1,0,RELEASE: #Boeing reports fourth-quarter deliveries: https://t.co/MStMGbK7Ts,421
1/8/2018,@Boeing,-0.1531,0,0.918,0.082,RT @BoeingAirplanes: Watch as our #Boeing 787-10 #Dreamliner delivers a show stopping performance during testing at Edwards Air Force base…,422
1/6/2018,@Boeing,0.5423,0.163,0.837,0,"RT @BoeingDefense: 🍿Tonight on @colbertlateshow 📺relive the glory of @StephenAtHome proving to @Astro_Ferg 👨‍🚀he's got the ""Right Stuff"" fo…",423
1/4/2018,@Boeing,0.4754,0.123,0.877,0,"RT @Boeing: .@NASA and #BoeingSpace are building the most powerful rocket ever to take us to the moon, #Mars &amp; beyond. #SLS https://t.co/co…",424
1/3/2018,@Boeing,0.4389,0.108,0.892,0,RT @Boeing: #DYK Boeing helped build and today helps maintain and operate the International Space Station! 👨‍🚀 🛰️ 👩‍🚀 Explore the #ISS: htt…,425
12/29/2017,@Boeing,0.4926,0.151,0.849,0,"Good choice @American_Girl! Let's introduce Luciana, 2018 Girl of the Year, to Boeing #SLS Engineer Tiera Guinn Fle… https://t.co/n9v4g6ypd3",426
12/22/2017,@Boeing,-0.0387,0.071,0.852,0.077,RT @pmusser: Getting ready to wrap the year but stopping by @FoxNews first for a visit on #TaxReformBill with @SteveDoocy at 7:20am on what…,427
12/21/2017,@Boeing,0,0,1,0,RELEASE: #Boeing and @Embraer confirm discussions on potential combination. https://t.co/NNkb79wgUy,428
12/20/2017,@Boeing,0.5859,0.242,0.758,0,"We join @BizRoundtable in thanking Congress and the Administration; #TaxReform will drive innovation, jobs and long… https://t.co/nTSXKOjyk3",429
12/20/2017,@Boeing,0.4019,0.162,0.838,0,#Boeing announces $300M employee-related and charitable investment as a result of #TaxReform legislation to support… https://t.co/xIZQAQMw1G,430
12/20/2017,@Boeing,0.6705,0.256,0.744,0,#Boeing CEO Dennis Muilenburg on #TaxReform legislation: We applaud and thank Congress and the Administration for t… https://t.co/fCeR5HOiXW,431
12/20/2017,@Boeing,0.6249,0.267,0.733,0,Today #Boeing applauded #TaxReform legislation as a driver of growth &amp; announced $300M in employee-related investme… https://t.co/uY0488HfJa,432
12/19/2017,@Boeing,0.2714,0.18,0.723,0.096,RT @BoeingDefense: Revealed and ready! #BoeingMQ25 #UAS future @USNavy tanker will extend the range of combat aircraft from the flight deck…,433
12/18/2017,@Boeing,-0.2023,0.075,0.806,0.118,"RT @AuroraFlightSci: ICYMI: ""Autonomous helicopter could change warfare forever"" - @CBSNews reports on Aurora's final AACUS demonstration f…",434
12/18/2017,@Boeing,0,0,1,0,RT @BoeingAirplanes: We’re live from the @FutureOfFlight to capture the landing of @Delta’s 747-400! Hear from #Boeing historian Mike Lo… h…,435
12/15/2017,@Boeing,0.7088,0.282,0.718,0,Order up! @AuroraFlightSci’s autonomous tech could make Marine’s jobs safer and easier with resupply from self-flyi… https://t.co/ipC8j8aT2q,436
12/14/2017,@Boeing,0.7205,0.262,0.738,0,"RT @BoeingDefense: Robust? Check 
Ready? Check
Changing future air power? Check it out! 

See the reveal 12/19! #PhantomWorks https://t.co/…",437
12/14/2017,@Boeing,0,0,1,0,#Boeing to release fourth-quarter results on Jan. 31: https://t.co/KAbRXHfzWl,438
12/13/2017,@Boeing,0,0,1,0,"#Boeing, @GMTelescope team to design world’s largest telescope using same aerodynamic testing for aircraft design. https://t.co/t2rhSb9bnz",439
12/13/2017,@Boeing,0.5106,0.155,0.845,0,"RT @SparkCognition: @Boeing’s CTO, Greg Hyslop on #AI and #aerospace: “we need to free ourselves from terrestrial transportation.” #TimeMac…",440
12/13/2017,@Boeing,-0.5859,0.103,0.58,0.317,"How cool is this? No pilot, no problem. This helo’s flying itself with @AuroraFlightSci autonomous tech. https://t.co/6TjiPPbejA",441
12/13/2017,@Boeing,0,0,1,0,RT @AuroraFlightSci: PRESS RELEASE: Aurora Demonstrates Fully Autonomous Helicopter https://t.co/azqFc4paHK https://t.co/EQhHazpLMp,442
12/11/2017,@Boeing,0.296,0.167,0.833,0,"#Boeing board raises dividend 20%, establishes $18 billion share repurchase authorization: https://t.co/coqbOM9ydU",443
12/8/2017,@Boeing,0,0,1,0,The @MiamiDolphins take flight in #Boeing simulators with Miami-Dade students as they explore STEM! #BoeingInspires https://t.co/3DCAfy9BKw,444
12/8/2017,@Boeing,0,0,1,0,"RT @MadMoneyOnCNBC: “I firmly believe, first person that sets foot on Mars will get there on a Boeing rocket.” -@Boeing CEO, Dennis Muilenb…",445
12/8/2017,@Boeing,0.1877,0.073,0.927,0,"RT @MadMoneyOnCNBC: ""Less than 20% of the world’s population has ever taken a single flight, believe it or not. This year alone, 100 millio…",446
12/7/2017,@Boeing,0.2716,0.083,0.917,0,RT @MadMoneyOnCNBC: “I think tax reform is the single most important thing we can do in this country to unleash economic energy.” @Boeing C…,447
12/7/2017,@Boeing,0,0,1,0,"Tune in tonight at 6PM ET to watch #Boeing CEO Dennis Muilenburg talk tax reform, space and the future of aerospace… https://t.co/m62pyOBpHM",448
12/7/2017,@Boeing,0,0,1,0,@elonmusk @FortuneTech Game on!,449
12/7/2017,@Boeing,0,0,1,0,"RT @MadMoneyOnCNBC: Taxes, Trump, Tesla and more! @JimCramer is covering it all tonight with the CEO of @Boeing, coming at you from the @NY…",450
12/7/2017,@Boeing,0,0,1,0,Watch #Boeing CEO Dennis Muilenburg on @MadMoneyonCNBC with @JimCramer tonight at 6pm ET https://t.co/Zrl0rrpqer,451
12/5/2017,@Boeing,0,0,1,0,RT @BoeingDefense: #Boeing’s first KC-46 slated for #USAF delivery takes to the skies on maiden flight. #KC46 https://t.co/3E674peXdC,452
12/5/2017,@Boeing,0.8439,0.366,0.634,0,"@qatarairways A fantastic seat, indeed! We try to bring out the best on our #Dreamliner 💪",453
12/5/2017,@Boeing,0.743,0.259,0.741,0,We 💙 brilliant minds. Thank you @UAEEmbassyUS and Ambassador Yousef Al Otaiba for hosting us on #UAENationalDay. Gl… https://t.co/6GRQ6FYfEo,454
12/4/2017,@Boeing,0.5255,0.166,0.834,0,Hey @InvictusSydney! #Boeing is proud to sponsor Invictus Games Sydney 2018. Our 3000-plus employees in Australia a… https://t.co/PoREej88S4,455
12/4/2017,@Boeing,0.4404,0.127,0.873,0,"RT @AIAspeaks: .@aiaspeaks announces 2018 Board, welcoming @Raytheon Chairman &amp; CEO Dr. Thomas Kennedy as Chairman of AIA Board of Governor…",456
11/30/2017,@Boeing,0.0772,0.067,0.933,0,See how the @National_Fund is providing people with the skills of today and addressing the workforce challenges of… https://t.co/I5Oz3Ujtn1,457
11/29/2017,@Boeing,0.5859,0.174,0.826,0,RT @Jeppesen: The opening of the #Frankfurt Lab is another milestone of our successful partnership with #Germany. #BoeingGlobalServices htt…,458
11/27/2017,@Boeing,0,0,1,0,"RT @BoeingAirplanes: Our CEO Kevin McAllister sat down for his 1st in-depth interview. See why he says we're ""standing on the shoulders of…",459
11/22/2017,@Boeing,0.9151,0.402,0.598,0,Great day to go green! We’re proud to help enable the sustainable growth of air travel around the world so future g… https://t.co/nm3pmVeLWt,460
11/17/2017,@Boeing,0,0,1,0,RT @SkiesMag: .@Boeing harnesses #bigdata in new business unit: https://t.co/iJit0ZgUj9 #avgeek https://t.co/fUZX28MRoE,461
11/17/2017,@Boeing,0.6588,0.173,0.827,0,"What does this green button do? Turns on the wind tunnel, of course! 
  Had a great day at @MIT yesterday making th… https://t.co/LQ0oZtfA3T",462
11/15/2017,@Boeing,0.4767,0.205,0.795,0,"Unforgettable. Incredible. Cheers, Dubai, for one heck of an air show #DAS17 https://t.co/LDxstKwxj4",463
11/15/2017,@Boeing,0.4939,0.167,0.833,0,"@flydubai signs historic agreement for 225 #737MAX airplanes, marking the largest-ever single-aisle jet deal in the… https://t.co/oF4ytFa4wp",464
11/14/2017,@Boeing,0.7901,0.333,0.667,0,Welcome to the family! Celebrating @AuroraFlightSci joining our #Boeing team. Learn more about our partnership:… https://t.co/qFlFC7gW4I,465
11/14/2017,@Boeing,0.3818,0.106,0.894,0,"More than 220k pilots, techs &amp; cabin crew will be needed by 2036 to meet commercial fleet growth in the Middle East… https://t.co/lSgux6UqX7",466
11/13/2017,@Boeing,0.7579,0.265,0.735,0,Congrats to all of the companies who made the @iimag All-America Executive Team. Proud of #Boeing CEO Dennis Muilen… https://t.co/iFBl2gVElL,467
11/13/2017,@Boeing,0.6696,0.234,0.766,0,Powering through history! Boeing’s first engineer was MIT grad Wong Tsu – Our latest grant will help rebuild @MIT ’… https://t.co/uhnv6xYulG,468
11/13/2017,@Boeing,0,0,1,0,#Boeing will be the lead donor in the replacement of the @MIT Wright Brothers Wind Tunnel. Check out the evolution… https://t.co/BwFSf7j6x2,469
11/13/2017,@Boeing,0,0,1,0,RELEASE: #Boeing pledge to power Construction of @MIT 's new Wright Brothers Wind Tunnel https://t.co/AFp00CuHyR https://t.co/pcboLMuo3Z,470
11/13/2017,@Boeing,0.7674,0.269,0.731,0,RT @pmusser: Not a bad way to show up 2 work on day 2 of #DAS17 w More exciting @Boeing news to come! https://t.co/20UOifMOjY,471
11/13/2017,@Boeing,0,0,1,0,RT @BoeingDefense: 3 #Starliner @Commercial_Crew crew &amp; service modules in build @NASAKennedy. Training @NASA_Johnson. Testing across U.S.…,472
11/12/2017,@Boeing,0,0,1,0,@azalofficial Azərbaycan Hava Yolları və Boeing arasında olan birgə əməkdaşlıq davam edir (Partnership between Azer… https://t.co/ir0PK81JCG,473
11/12/2017,@Boeing,0,0,1,0,RT @BoeingDefense: .@BoeingDefense at @DubaiAirshow #DAS17 #SpaceDAS17 https://t.co/VG8RYgbC0U,474
11/12/2017,@Boeing,0.3818,0.133,0.867,0,RT @BoeingAirplanes: One of the world's largest airlines @emirates announce commitment for 40 787-10 #Dreamliners selecting the ultra-effic…,475
11/12/2017,@Boeing,0.6696,0.209,0.791,0,RT @BoeingAirplanes: We've brought the best of #Boeing to #DAS17 and you're invited to come along! https://t.co/msuHKam6Qk https://t.co/KED…,476
11/11/2017,@Boeing,0.4767,0.134,0.866,0,"Today, we recognize all veterans for their service, and are proud to call more than 20,000 part of our team.… https://t.co/Jdgc1TSQQA",477
11/10/2017,@Boeing,0,0,1,0,Let's go! Our 787-10 #Dreamliner has arrived and is in position for #DAS17. Watch video for #pilot view and visit:… https://t.co/rmfjGbmIV8,478
11/10/2017,@Boeing,0.6705,0.268,0.732,0,See how the combined strengths of @Boeing and @AuroraFlightSci will advance the safety and future of… https://t.co/ypAGPdlVQx,479
11/9/2017,@Boeing,0,0,1,0,RT @BoeingAirplanes: Every day one third of all 777 flights and over 100 787 #Dreamliner flights originate in the Middle East. #DAS17 https…,480
11/9/2017,@Boeing,0.7783,0.274,0.726,0,RT @BoeingCareers: Proud to earn a perfect score of 100% for the 5th consecutive year on @HRC’s Corporate Equality Index: https://t.co/sZxu…,481
11/9/2017,@Boeing,0,0,1,0,"Dive 100 years deep into aviation history during The Age of Aerospace marathon, starting Friday at 8am EST on… https://t.co/UDPV8W217g",482
11/9/2017,@Boeing,0.7579,0.245,0.755,0,Great news for the U.S. and China out of the trade mission today – underscores the value of our partnership in avia… https://t.co/cp4vTMnyP2,483
11/8/2017,@Boeing,0,0,1,0,"Adding finishing touches to the 787-10 #Dreamliner, newest member of the super-efficient 787 family bound for… https://t.co/zIDsv32omT",484
11/8/2017,@Boeing,0,0,1,0,RELEASE: #Boeing completes acquisition of @AuroraFlightSci: https://t.co/x8MeS5H6CE,485
11/6/2017,@Boeing,0.3612,0.143,0.857,0,ICYMI: #Boeing CEO Muilenburg talks the importance of tax reform w/ @MariaBartiromo on @FOXBusiness @WallStreetWeek https://t.co/AT2gWrzTrs,486
11/6/2017,@Boeing,0.128,0.091,0.909,0,RT @WallStreetWeek: Exclusive: @Boeing CEO tells @MariaBartiromo  what he thinks of @realDonaldTrump's trip to China https://t.co/yUaRaRCWtG,487
11/4/2017,@Boeing,0.2716,0.083,0.917,0,"RT @FoxBusiness: .@Boeing CEO Dennis Muilenburg: ""I would say that tax reform is the single most important thing we can do to generate job…",488
11/3/2017,@Boeing,0,0,1,0,"RT @FoxBusiness: TUNE IN: @MariaBartiromo hosts 
@WallStreetWeek featuring insight from @Boeing CEO Dennis Muilenburg at 8p ET on Fox Busin…",489
11/2/2017,@Boeing,0.7579,0.319,0.681,0,"RT @WeAreFINN: How one operator saved millions on fuel in months - interesting i/view with @Boeing's Director, Advanced Analytics https://t…",490
11/2/2017,@Boeing,0.3612,0.116,0.884,0,RT @pmusser: In control room watching @Boeing CEO Dennis Muilenburg (my boss) get ready for an intvu w @MariaBartiromo #mustwatchTV #growth…,491
11/2/2017,@Boeing,0.2263,0.112,0.888,0,#Boeing CEO Dennis Muilenburg discusses the announcement of more than $50M in grants with @MorningsMaria… https://t.co/AzE2FOKigU,492
11/2/2017,@Boeing,0.7893,0.307,0.693,0,"RT @FoxBusiness: .@Boeing CEO Muilenburg: ""As our airplanes become smarter and smarter, we're able to offer more digital solutions that add…",493
11/2/2017,@Boeing,0.875,0.407,0.593,0,"Boeing is proud to announce more than $50M in grants to support Our Future, Our Heroes and Our Homes… https://t.co/xUr9FF6JOa",494
11/2/2017,@Boeing,0.5984,0.257,0.743,0,"RT @FoxBusiness: .@Boeing CEO Muilenburg: ""It's really important that we have a level playing field for global trade... Everybody plays by…",495
11/2/2017,@Boeing,0.699,0.311,0.689,0,"RT @FoxBusiness: .@Boeing CEO: ""We do see very significant opportunities... we're seeing similar significant growth throughout the Asia-Pac…",496
