Date,Open,High,Low,Close,Adj Close,Volume
2012-07-25,74.199997,74.480003,72.699997,74.029999,62.278664,6130400
2012-07-26,75.129997,75.959999,74.269997,74.910004,63.018967,4949200
2012-07-27,75.580002,75.940002,75.080002,75.510002,63.523720,4066300
2012-07-30,74.599998,75.589996,74.430000,74.860001,62.976929,4999700
2012-07-31,74.820000,75.059998,73.879997,73.910004,62.177746,3978700
2012-08-01,74.320000,74.480003,72.639999,72.769997,61.218670,4696000
2012-08-02,72.389999,72.519997,71.150002,71.989998,60.562481,4615000
2012-08-03,73.129997,73.339996,72.680000,72.809998,61.252323,4588500
2012-08-06,73.209999,73.330002,72.709999,72.889999,61.319637,3758800
2012-08-07,73.269997,74.550003,72.930000,74.459999,62.640400,4717200
2012-08-08,74.029999,74.690002,74.010002,74.599998,62.758183,3410700
2012-08-09,74.610001,74.610001,73.910004,74.279999,62.488972,2387500
2012-08-10,73.870003,74.309998,73.760002,74.209999,62.430119,2843600
2012-08-13,73.709999,74.430000,73.599998,74.190002,62.413242,2379900
2012-08-14,74.300003,74.440002,73.599998,73.809998,62.093575,2616700
2012-08-15,73.339996,73.650002,72.750000,73.070000,61.839680,3278200
2012-08-16,73.099998,73.750000,73.019997,73.639999,62.322075,2802700
2012-08-17,73.690002,73.980003,73.400002,73.910004,62.550606,3235800
2012-08-20,73.610001,74.000000,73.339996,73.830002,62.482891,2481900
2012-08-21,74.089996,74.360001,73.120003,73.269997,62.008957,3136400
2012-08-22,73.339996,73.599998,72.550003,72.800003,61.611183,4242600
2012-08-23,72.089996,72.150002,70.019997,70.360001,59.546196,9431200
2012-08-24,70.320000,71.169998,70.050003,71.089996,60.164013,5351300
2012-08-27,70.949997,71.779999,70.879997,71.379997,60.409435,3538100
2012-08-28,71.180000,71.849998,71.050003,71.519997,60.527897,3029200
2012-08-29,71.639999,71.989998,71.129997,71.440002,60.460201,2687200
2012-08-30,71.050003,71.129997,70.500000,70.820000,59.935505,3393100
2012-08-31,71.269997,71.750000,70.610001,71.400002,60.426361,3171800
2012-09-04,71.500000,71.500000,70.400002,70.870003,59.977806,3916400
2012-09-05,71.379997,72.050003,71.110001,71.919998,60.866440,4946900
2012-09-06,72.370003,73.269997,72.370003,72.820000,61.628105,4358800
2012-09-07,72.870003,73.029999,72.550003,72.889999,61.687363,3080400
2012-09-10,72.309998,72.320000,70.809998,71.080002,60.155556,8354500
2012-09-11,71.190002,71.669998,71.150002,71.269997,60.316326,3951300
2012-09-12,71.430000,71.680000,70.800003,70.959999,60.053986,4400800
2012-09-13,70.680000,71.989998,70.440002,71.580002,60.578686,5314100
2012-09-14,72.019997,72.430000,71.000000,71.279999,60.324787,6530200
2012-09-17,70.769997,70.820000,69.889999,69.919998,59.173820,6917200
2012-09-18,69.860001,70.459999,69.559998,70.449997,59.622368,5490300
2012-09-19,70.739998,70.739998,69.879997,69.900002,59.156891,5193400
2012-09-20,69.349998,69.860001,69.029999,69.849998,59.114578,4875100
2012-09-21,70.089996,70.150002,69.470001,69.970001,59.216137,13161000
2012-09-24,69.449997,70.180000,69.209999,70.029999,59.266918,5037900
2012-09-25,70.290001,70.489998,69.379997,69.379997,58.716812,4085900
2012-09-26,69.339996,70.510002,69.309998,70.250000,59.453106,5256400
